image nr;Description;Food classification;Complexity (amount, number of items);Natural vs transformed;Sweet vs savory;State of food;Food vs nonfood;FPC;S;P;C;E;H;SS;AN;CRjpeg;CRgif;FC;SE;NPO;MIGh;MIGs;MIGv;MGS;NC;CF;R;G;B;Average_Valence_ALL;St_dev_Valence_ALL;Average_Valence_UK;St_dev_Valence_UK;Average_Valence_US;St_dev_Valence_US;Average_Valence_JP;St_dev_Valence_JP;Average_Arousal_ALL;St_dev_Arousal_ALL;Average_Arousal_UK;St_dev_Arousal_UK;Average_Arousal_US;St_dev_Arousal_US;Average_Arousal_JP;St_dev_Arousal_JP;Average_Health_ALL;St_dev_Health_ALL;Average_Health_UK;St_dev_Health_UK;Average_Health_US;St_dev_Health_US;Average_Health_JP;St._dev_Health_JP;Average_Desire_ALL;St_dev_Desire_ALL;Average_Desire_UK;St_dev_Desire_UK;Average_Desire_US;St_dev_Desire_US;Average_Desire_JP;St_dev_Desire_JP
250;Asparagus burger;Western;1;Transformed;Savory;;Food;36.29.00;80.16.00;154.15.00;6.19;59.55.00;164.02.00;64.28.00;0.11;48.12.00;13.10;10.20;162.06.00;41.07.00;6.56;7.45;16.21;44.45.00;2425;98.32.00;86.01.00;56.25.00;24.14.00;52.13.00;24.14.00;47.03.00;26.14.00;51.27.00;22.23;57.17.00;23.35;48.27.00;24.6;40.59.00;25.46.00;48.26.00;23.17;55.11.00;24.32.00;31.15.00;19.17;36.5;20.07;30.55.00;21.02;26.26.00;15.52;43.07.00;30.1;31.34.00;30.22.00;46.42.00;29.44.00;50.31.00;28.53.00
251;Vegetable quiche;Western;1;Transformed;Savory;;Food;22.57;54.39.00;113.14.00;6.32;65.52.00;164.06.00;62.24.00;0.10;46.52.00;13.28;9.47;159.53.00;33.20.00;6.36;7.05;10.52;45.37.00;1811;66.13.00;81.06.00;62.18.00;23.17;42.8;22.9;43.52.00;27.15.00;46.19.00;22.17;39.06.00;20.13;37.01.00;22.3;36.04.00;24.8;36.06.00;23.27;38.22.00;19.9;30.24.00;18.36;28.04.00;20.9;30.05.00;17.38;31.09.00;17.23;33.11.00;26.19.00;34.44.00;31;36.32.00;25.9;27.44.00;20.25
252;Vegetable quiche cut;Western;1;Transformed;Savory;;Food;24.05.00;57.14.00;143.36.00;7.07;65.35.00;163.56.00;70.14.00;0.10;47.12.00;13.05;9.53;166.25.00;34.43.00;6.37;6.59;13.23;47.54.00;1961;89.25.00;77.29.00;61.37.00;27.34.00;42.45.00;24.24.00;45.5;23.45;43.33.00;27.29.00;38.59.00;22.35;37.7;24.17.00;39.06.00;26.09.00;36.03.00;26.15.00;38.09.00;21.46;34.33.00;21.05;36.17.00;21.39;30.17.00;20.38;36.03.00;20.5;37.44.00;28.55.00;40.19.00;29.23.00;39.52.00;32.03.00;32.47.00;25.25.00
253;Cow toys;;5;;;;Nonfood;14.31;100.33.00;88.23.00;12.25;59.51.00;163.16.00;70.38.00;0.10;49.57.00;15.39;9.57;52.44.00;52.47.00;11.49;8.25;12.16;57.14.00;1243;32.51.00;63.05.00;56.27.00;47.08.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;Mini-soccerball;;1;;;;Nonfood;12.10;36.23.00;73.02.00;3.10;70.03.00;165.29.00;68.51.00;0.10;39.55.00;11.46;7.47;135.31.00;38.37.00;7.43;1.44;11.30;24.45.00;1293;62.47.00;50.19.00;54.15.00;62.06.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;Colored crayons;;9;;;;Nonfood;12.17;35.59.00;141.23.00;5.29;65.12.00;164.45.00;54.23.00;0.11;43.39.00;11.06;8.44;18.45;38.20.00;8.21;6.00;14.47;39.10.00;3707;187.16.00;79.41.00;50.32.00;36.27.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;Egg cups;;3;;;;Nonfood;41.51.00;102.58.00;221.52.00;3.47;66.13.00;165.11.00;71.10.00;0.10;41.44.00;14.54;7.32;151.53.00;32.47.00;7.15;3.55;11.05;25.14.00;413;169.12.00;57.25.00;56.21.00;52.54.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;Tea cup;;1;;;;Nonfood;22.36;108.18.00;207.54.00;5.02;60.46.00;164.53.00;71.22.00;0.10;44.27.00;13.13;3.38;24.02.00;42.30.00;10.41;4.52;13.12;41.38.00;2414;20.48;59.48.00;56.16.00;50.36.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;Espresso coffeemugs;;3;;;;Nonfood;47.07.00;127.17.00;211.24.00;3.55;60.49.00;165.07.00;69.42.00;0.10;43.11.00;15.11;8.56;155.06.00;36.23.00;8.13;4.27;11.54;26.47.00;348;164.12.00;56.54.00;56.17.00;53.29.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;Caravan toy;;1;;;;Nonfood;26.40.00;84.20.00;227.56.00;5.51;60.55.00;164.56.00;54.56.00;0.11;43.44.00;14.06;8.31;27.32.00;38.37.00;8.28;4.00;12.33;32.39.00;828;118.34.00;59.08.00;56.41.00;50.51.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;Quad toy;;1;;;;Nonfood;7.45;7.27;155.55.00;7.57;67.05.00;164.26.00;69.55.00;0.10;43.00.00;12.44;4.59;166.13.00;40.33.00;8.23;5.14;10.08;40.03.00;2038;116.34.00;72.49.00;59.24.00;34.28.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;Tractor toys, random arrangement;;2;;;;Nonfood;9.14;49.39.00;182.56.00;6.07;64.17.00;164.38.00;65.29.00;0.10;43.54.00;12.45;5.42;159.55.00;45.50.00;10.21;5.37;9.56;38.11.00;2254;31.49.00;68.26.00;54.20.00;43.54.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;Tractor toys,  row arrangement;;2;;;;Nonfood;11.28;44.01.00;204.52.00;6.59;64.15.00;164.38.00;62.33.00;0.10;43.58.00;12.37;6.52;154.14.00;43.53.00;9.35;5.24;10.29;39.49.00;2159;93.13.00;67.31.00;54.48.00;44.21.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;Lego toy;;4;;;;Nonfood;14.28;67.33.00;131.06.00;9.10;63.54.00;164.13.00;62.18.00;0.10;46.10.00;13.07;5.47;41.07.00;52.30.00;11.03;6.26;14.12;50.34.00;3889;55.04.00;71.15.00;54.50.00;40.35.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;Playmobile toy;;5;;;;Nonfood;27.32.00;139.53.00;133.32.00;13.14;55.26.00;162.30.00;61.59.00;0.10;53.59.00;14.03;10.19;59.26.00;55.33.00;14.32;12.12;16.59;77.44.00;4506;150.14.00;63.30.00;56.41.00;46.29.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;Fruit toy;;14;;;;Nonfood;53.43.00;120.52.00;119.13.00;6.11;58.49.00;164.09.00;62.02.00;0.10;49.28.00;12.26;12.25;29.05.00;48.03.00;7.20;8.45;15.42;63.49.00;5941;156.54.00;80.39.00;72.15.00;13.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;Cheese slicer;;1;;;;Nonfood;16.35;96.28.00;141.35.00;5.35;62.29.00;164.34.00;71.22.00;0.11;45.32.00;14.58;7.51;14.13;31.23.00;8.32;2.05;12.38;32.08.00;435;159.22.00;56.53.00;55.42.00;54.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;Whisk;;1;;;;Nonfood;6.24;43.01.00;187.21.00;6.25;69.26.00;164.33.00;60.42.00;0.11;43.46.00;13.09;5.40;27.27.00;22.47;9.17;3.34;14.38;34.31.00;1034;16.21;60.24.00;55.08.00;51.08.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;Garlic press;;1;;;;Nonfood;18.45;62.30.00;199.12.00;5.16;63.04.00;164.47.00;61.08.00;0.11;44.03.00;11.11;7.17;18.06;33.37.00;7.02;4.52;13.54;32.15.00;1069;21.08;60.33.00;55.40.00;50.27.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;Brush;;1;;;;Nonfood;8.22;33.42.00;147.48.00;3.33;71.31.00;165.16.00;63.29.00;0.11;42.05.00;10.48;6.47;15.14;26.07.00;8.12;3.23;13.37;30.18.00;1634;78.44.00;63.38.00;57.54.00;45.07.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;Pizza cutter;;1;;;;Nonfood;15.13;66.30.00;104.54.00;4.38;64.26.00;165.03.00;67.58.00;0.11;42.14.00;13.54;4.14;166.02.00;33.53.00;8.42;2.22;11.27;28.57.00;747;18.38;57.32.00;55.29.00;53.39.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;Tea infuser;;1;;;;Nonfood;6.50;23.24;73.51.00;5.55;69.34.00;164.43.00;72.03.00;0.10;42.16.00;12.18;4.48;153.57.00;22.47;6.49;3.11;12.35;30.25.00;527;102.23.00;65.09.00;55.21.00;46.10.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;Fuchsia flower (Gerbera 'Spider Fantesia');;1;;;;Nonfood;31.07.00;27.18.00;165.04.00;8.53;58.47.00;163.47.00;58.32.00;0.11;47.11.00;13.37;4.41;12.24;47.13.00;7.40;7.23;13.36;66.55.00;2417;179.13.00;100.19.00;17.46;48.34.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;Orange flower (Vanda);;1;;;;Nonfood;42.11.00;74.08.00;181.03.00;5.53;56.04.00;164.20.00;71.27.00;0.10;46.58.00;13.24;9.48;164.17.00;44.10.00;6.59;5.55;12.24;44.35.00;2555;167.29.00;104.18.00;49.01.00;13.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;Pink/orange flower (Vanda);;2;;;;Nonfood;32.34.00;64.00.00;227.44.00;12.21;58.06.00;162.11.00;56.27.00;0.10;52.08.00;14.57;12.14;5.50;30.33.00;9.20;11.20;15.39;73.59.00;2077;69.47.00;99.16.00;33.36.00;33.47.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;Heart flower (Dicentra spectabilis);;1;;;;Nonfood;11.50;34.16.00;73.01.00;5.50;67.34.00;164.46.00;59.41.00;0.10;43.08.00;11.54;4.19;160.11.00;40.17.00;8.08;4.37;12.41;38.42.00;2047;153.41.00;78.41.00;42.15.00;45.45.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;Lilac flower (Vanda);;3;;;;Nonfood;53.10.00;111.22.00;136.39.00;8.42;57.45.00;162.55.00;69.17.00;0.10;54.56.00;16.54;15.05;42.39.00;25.00.00;6.54;9.30;16.16;76.24.00;1429;119.12.00;52.53.00;45.38.00;68.09.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;White flower (Vanda);;7;;;;Nonfood;85.47.00;7.57;65.22.00;6.08;58.04.00;164.00.00;80.41.00;0.10;52.07.00;17.18;15.02;42.40.00;51.23.00;8.39;6.52;15.37;48.19.00;1448;49.01.00;59.36.00;57.56.00;49.08.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;Mixed neon flowers;;Complex;;;;Nonfood;97.45.00;55.25.00;90.10.00;19.57;46.50.00;158.50.00;92.33.00;0.09;71.50.00;19.09;4.00;147.14.00;58.53.00;11.24;23.00;26.13.00;158.12.00;7649;99.35.00;83.01.00;40.47.00;42.52.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;Mixed neon flowers different angle;;Complex;;;;Nonfood;95.52.00;43.51.00;91.40.00;17.18;50.46.00;159.32.00;85.18.00;0.09;70.22.00;20.00;4.16;113.25.00;51.57.00;11.32;21.12;24.51.00;146.42.00;6126;92.23.00;74.39.00;43.23.00;48.39.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;Dark blue flower (Hedera);;3;;;;Nonfood;22.14;83.47.00;223.25.00;10.41;58.52.00;163.23.00;74.46.00;0.10;48.35.00;13.58;7.40;33.22.00;48.37.00;9.36;11.03;12.11;58.42.00;1283;120.12.00;65.16.00;67.04.00;34.20.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;Blue flower (Delphinium);;1;;;;Nonfood;22.07;65.19.00;101.46.00;11.00;61.16.00;163.28.00;64.25.00;0.10;48.49.00;14.19;6.47;40.00.00;53.37.00;10.19;9.03;17.10;75.43.00;2777;151.59.00;46.16.00;44.52.00;75.32.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;Raspberry red flower ();;2;;;;Nonfood;32.42.00;91.49.00;151.56.00;8.33;56.53.00;163.46.00;67.53.00;0.11;48.16.00;13.38;9.26;48.52.00;56.23.00;8.44;9.08;14.36;68.50.00;4562;101.05.00;94.52.00;37.46.00;34.02.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;Baby pink flower (Paeonia 'Sarah Bernard');;2;;;;Nonfood;35.27.00;70.57.00;169.35.00;7.08;57.58.00;163.53.00;66.35.00;0.10;47.47.00;14.41;10.16;6.31;48.03.00;7.10;9.58;11.37;53.00.00;3235;144.10.00;66.25.00;65.47.00;34.28.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;White long flower (Zantedeschia);;3;;;;Nonfood;46.17.00;115.31.00;69.23.00;3.48;64.01.00;165.06.00;70.06.00;0.11;43.40.00;13.02;10.03;165.25.00;40.17.00;6.09;5.28;11.46;35.04.00;1255;89.21.00;64.38.00;65.40.00;36.22.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;Mixed flowers green;;Complex;;;;Nonfood;62.00.00;34.24.00;181.53.00;15.27;49.15.00;160.53.00;79.32.00;0.10;62.53.00;17.22;15.20;97.44.00;75.00.00;12.50;23.14;22.49;125.18.00;6545;131.33.00;72.43.00;54.31.00;39.26.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;Mixed single flowers;;Complex;;;;Nonfood;53.58.00;32.06.00;136.01.00;11.23;50.58.00;162.02.00;84.43.00;0.10;60.39.00;16.00;14.54;65.12.00;50.50.00;10.04;16.19;19.20;98.07.00;5916;160.14.00;68.21.00;46.08.00;52.11.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;Mixed long flowers;;Complex;;;;Nonfood;85.11.00;35.14.00;73.32.00;18.42;45.54.00;159.31.00;84.10.00;0.09;68.42.00;18.11;17.21;123.24.00;65.17.00;12.40;23.33;25.45.00;151.43.00;7932;136.05.00;83.42.00;43.10.00;39.48.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288;Mixed long flowers different angle;;Complex;;;;Nonfood;79.18.00;38.42.00;108.17.00;17.17;46.34.00;159.50.00;79.36.00;0.10;68.14.00;17.56;18.03;105.32.00;73.03.00;12.58;23.49;25.11.00;150.36.00;7677;142.53.00;83.05.00;44.00.00;39.34.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289;French fries;Universal;Complex;Transformed;Savory;;Food;73.25.00;133.27.00;127.23.00;7.26;65.14.00;163.18.00;69.51.00;0.10;55.49.00;18.46;3.06;54.36.00;39.10.00;7.42;12.34;16.32;71.34.00;1436;195.07.00;82.39.00;63.38.00;20.23;68.16.00;20.49;63.35.00;24.03.00;69.46.00;17.38;71.3;20.16;61.14.00;24.44.00;60.16.00;28.06.00;59;23.21;64.33.00;22.41;19.38;15.37;13.1;9.33;20.4;16.55;24.21.00;16.05;66.58.00;27.15.00;62.21.00;32.38.00;68.03.00;26.44.00;70.34.00;22.28
290;French fries + mayonaise;Universal;Complex;Transformed;Savory;;Food;71.18.00;154.43.00;166.41.00;7.47;60.43.00;163.08.00;65.55.00;0.10;56.54.00;18.20;17.25;54.47.00;41.23.00;8.45;12.21;17.49;72.48.00;1621;132.39.00;82.29.00;63.04.00;21.07;63.1;25.34.00;70.33.00;20.45;60.16.00;25.1;58.14.00;28.27.00;58.13.00;28.05.00;60.05.00;29.29.00;52.32.00;26.8;61.18.00;28.18.00;20.12;19.9;17.28;19.22;20.05;20.6;24.31.00;20.01;61.55.00;30.16.00;65.05.00;29.25.00;61.37.00;31.13.00;58.44.00;32.05.00
291;Hamburger;Universal;1;Transformed;Savory;;Food;25.21.00;60.24.00;78.05.00;3.28;62.15.00;165.19.00;63.05.00;0.10;41.12.00;11.21;9.33;131.28.00;37.30.00;5.56;3.22;8.08;26.33.00;1018;40.28.00;92.01.00;57.00.00;17.39;46.42.00;25.14.00;52.14.00;26.45.00;46.44.00;22.14;40.47.00;25.52.00;39.33.00;27.36.00;43.34.00;31.14.00;38.7;25.16.00;35.35.00;24.15.00;20.08;17.32;19.35;16.39;21.22;21.48;19.26;14.04;45.46.00;31.06.00;46.22.00;35.02.00;50.21.00;28.6;42.02.00;27.8
292;Cheeseburger;Universal;1;Transformed;Savory;;Food;28.22.00;74.29.00;173.07.00;6.33;60.01.00;164.06.00;66.26.00;0.10;47.35.00;14.17;10.49;2.24;47.47.00;7.56;8.11;12.26;49.34.00;1637;124.38.00;85.37.00;57.33.00;23.29;52.13.00;25.14.00;52.25.00;24.29.00;58.12.00;22.58;47;27.13.00;48.39.00;28.05.00;42.16.00;28.21.00;53.06.00;28.16.00;49.48.00;26.56.00;21.22;16.28;16.26;12.11;23.22;18.57;23.18;16.23;50.01.00;29.12.00;47.53.00;32.58.00;51.19.00;29.06.00;50.21.00;26.43.00
293;Chicken nuggets;Universal;9;Transformed;Savory;;Food;56.59.00;97.00.00;208.09.00;8.06;53.49.00;163.04.00;67.48.00;0.10;55.30.00;16.38;16.19;13.48;30.50.00;8.02;11.19;18.43;60.21.00;1363;138.19.00;88.10.00;62.08.00;16.23;49.02.00;27.52.00;41.26.00;29.16.00;55.33.00;30.08.00;52.18.00;22.02;43.19.00;28.09.00;32.54.00;29.11.00;49.19.00;30.05.00;50.18.00;22.22;23.19;18.6;17.14;18.5;22.18;18.52;30.25.00;16.6;49.04.00;33.17.00;39.26.00;35.27.00;52.22.00;35.58.00;57.06.00;25.13.00
294;Chicken wrap;Universal;1;Transformed;Savory;;Food;42.53.00;113.39.00;227.34.00;5.13;64.00.00;164.31.00;71.10.00;0.10;48.35.00;14.33;12.45;162.14.00;41.23.00;7.51;5.53;13.54;39.32.00;1719;63.58.00;64.23.00;58.41.00;43.35.00;59.32.00;23.02;58.03.00;24.11.00;63.45.00;22.28;55.37.00;23.17;52.04.00;25.04.00;47.16.00;27.07.00;56.03.00;26.22.00;54.6;21.36;46.48.00;20.24;46.01.00;21.35;47.34.00;20.16;47.13.00;18.51;53.11.00;27.34.00;46.42.00;28.16.00;58.1;30.18.00;56.43.00;22.19
295;Cajun corn;Western;2;Transformed;Savory;;Food;42.49.00;70.25.00;213.08.00;11.35;55.29.00;161.48.00;65.49.00;0.10;53.56.00;15.15;14.23;163.40.00;10.50;4.50;10.51;16.29;70.05.00;1433;105.00.00;100.20.00;54.00.00;12.19;42.25.00;22;34.5;20.55;47.06.00;23.03;47.13.00;21.11;35.25.00;23.11;25.08.00;17.35;36.26.00;22.3;46.48.00;24.14.00;26.6;17.04;25.53.00;17.38;26.48.00;20.02;28.37.00;13.17;37.01.00;26.31.00;27.21.00;24.34.00;43.26.00;29.05.00;42.16.00;23.47
296;Cajun corn cut;Western;2;Transformed;Savory;;Food;40.10.00;66.42.00;149.06.00;11.00;55.51.00;162.02.00;67.19.00;0.10;53.43.00;16.52;14.45;160.44.00;17.13;5.40;10.57;15.58;69.21.00;1562;184.12.00;98.15.00;54.35.00;13.50;35.03.00;21.2;34.14.00;22.13;25.36.00;16.06;45.48.00;21.31;32.03.00;23.11;28.14.00;21.23;20.7;18.03;48.48.00;20.11;27.17.00;19.52;21.17;16.35;28.31.00;21.23;32.32.00;20.45;28.02.00;24.17.00;24.34.00;24.03.00;20.52;19.07;39.32.00;25.03.00
297;White tosti bread;Universal;5;Transformed;Savory;;Food;90.03.00;138.41.00;156.35.00;8.39;60.25.00;162.48.00;72.32.00;0.10;59.28.00;19.27;3.26;34.09.00;40.50.00;7.50;12.03;17.52;70.37.00;1428;92.35.00;63.25.00;57.22.00;45.53.00;53.24.00;23.7;53.03.00;23.1;52.14.00;28.29.00;54.37.00;19.09;36.6;26.09.00;36.53.00;28.13.00;35.45.00;29.39.00;38.03.00;20.19;40.47.00;20.44;37.06.00;22.51;38.22.00;22.37;47.03.00;14.24;42.09.00;27.12.00;48.15.00;32.37.00;42.35.00;27.03.00;36.59.00;21.31
298;White bread;Universal;4;Transformed;Savory;;Food;94.45.00;147.38.00;108.13.00;8.42;57.57.00;162.46.00;70.44.00;0.10;58.49.00;18.01;18.17;42.51.00;41.07.00;9.50;11.24;18.07;62.36.00;1432;117.15.00;62.38.00;56.57.00;47.05.00;55.59.00;20.12;48.55.00;20.01;63.04.00;18.25;53.29.00;20.13;40.26.00;24.33.00;30.31.00;23.8;41.17.00;26.24.00;48.05.00;18.55;42.19.00;21.16;36.19.00;17.07;42.46.00;24.9;46.55.00;17.1;48.14.00;25.13.00;45.19.00;28.3;46.31.00;26.37.00;52.29.00;20.06
299;Brown bread;Western;4;Transformed;Savory;;Food;84.05.00;155.19.00;153.52.00;16.24;43.55.00;159.19.00;75.18.00;0.10;67.08.00;19.42;18.38;29.55.00;17.13;11.12;22.20;24.24.00;99.47.00;1262;118.54.00;81.35.00;57.27.00;27.38.00;56.39.00;22.2;60.35.00;23.24;56.05.00;19.8;53.12.00;23.28;43.06.00;24.41.00;43.03.00;24.1;41.22.00;26.26.00;45.06.00;24.22.00;58.54.00;23.06;66.23.00;20.7;51.05.00;23.26;58.21.00;23.44;49.14.00;26.23.00;54;27.23.00;41.59.00;25.58.00;50.15.00;25.22.00
300;Croissants, aligned;Universal;2;Transformed;Savory;;Food;42.43.00;107.03.00;161.39.00;7.29;58.55.00;163.34.00;75.45.00;0.10;51.33.00;15.44;13.17;163.40.00;37.13.00;7.02;8.38;18.57;52.54.00;1495;187.50.00;89.10.00;57.14.00;20.16;67.28.00;21.16;69.33.00;20.59;68.47.00;23.05;63.58.00;18.9;57.11.00;27.22.00;59;31.07.00;55.11.00;28.15.00;57.55.00;22.7;31.27.00;20.06;27.07.00;22.04;25.56.00;18.49;43.27.00;14.03;59.35.00;28;62.32.00;30.27.00;52.47.00;31.05.00;63.01.00;21.59
301;Croissants, random;Universal;3;Transformed;Savory;;Food;72.24.00;156.51.00;70.03.00;9.45;49.33.00;162.14.00;71.39.00;0.10;59.52.00;18.18;17.33;13.30;49.27.00;9.13;13.52;17.30;71.45.00;1549;205.38.00;90.05.00;57.01.00;19.33;71.1;20.8;73.26.00;19.9;80.14.00;15.12;60.11.00;22.4;62.06.00;24.03.00;65.03.00;25.24.00;67;23.3;54.11.00;22.11;34.18.00;21.8;29.11.00;18.15;29.37.00;23.7;45.23.00;20.26;64.23.00;27.21.00;66.29.00;27;68.7;27.26.00;56.44.00;26.5
302;French bread;Western;1;Transformed;Savory;;Food;67.12.00;8.41;123.39.00;20.59;50.47.00;158.17.00;65.59.00;0.11;66.30.00;18.51;17.27;95.02.00;26.07.00;11.04;19.53;32.41.00;110.28.00;1850;125.35.00;75.26.00;56.16.00;34.58.00;67.38.00;22.5;73.21.00;24.58.00;67.04.00;21.08;61.22.00;20.51;54.27.00;27.38.00;57.32.00;29.47.00;53.58.00;27.05.00;50.56.00;24.07.00;48.25.00;22.14;51.24.00;22.36;42.37.00;22.17;50.31.00;20.35;59.24.00;28.55.00;66.5;29.01.00;57.45.00;32.11.00;52.47.00;23.48
303;French bread, cut;Western;6;Transformed;Savory;;Food;60.32.00;135.30.00;104.51.00;12.56;59.48.00;161.16.00;63.56.00;0.10;60.06.00;16.45;16.36;47.05.00;32.47.00;8.54;14.22;21.19;80.22.00;1714;70.33.00;69.55.00;58.22.00;38.24.00;69.18.00;19.03;71.11.00;15.25;76.37.00;16.6;61.14.00;21.28;52.18.00;26.32.00;54.37.00;27.18.00;54.45.00;28.59.00;48.31.00;23.07;45.29.00;17.4;42.53.00;17.15;42.03.00;19.5;51;15.15;63.02.00;25.42.00;62.16.00;28.37.00;67.33.00;24.33.00;59.54.00;23.02
304;Gingerbread;Western;1;Transformed;Savory;;Food;66.19.00;117.07.00;176.35.00;17.23;48.41.00;159.07.00;71.40.00;0.10;63.22.00;17.29;16.44;16.47;9.43;5.01;21.47;29.17.00;99.07.00;1450;63.07.00;90.27.00;50.41.00;25.32.00;55.52.00;22.39;58.44.00;23.13;53.34.00;24.39.00;56.03.00;20.41;47.24.00;24.44.00;49.56.00;28.14.00;44.21.00;24.36.00;47.56.00;21.9;33.42.00;18.48;21.3;13.21;35.25.00;17.46;42.21.00;18.34;48.43.00;30.03.00;43.44.00;33.31.00;45.59.00;28.5;55.47.00;27.32.00
305;Gingerbread, cut;Western;7;Transformed;Savory;;Food;73.47.00;155.55.00;80.18.00;16.15;44.50.00;159.37.00;77.24.00;0.10;66.46.00;21.13;3.48;30.56.00;17.47;8.06;22.44;29.13.00;103.35.00;1431;100.06.00;89.44.00;55.44.00;21.12;58.11.00;19.28;59.11.00;19.3;59.52.00;18.51;55.34.00;20.14;47.8;23.05;47.51.00;24.01.00;50.39.00;27.06.00;46.26.00;18.46;36.47.00;19.21;31.41.00;18.1;35.45.00;22.28;43.29.00;14.13;49.43.00;25.2;50.44.00;26.12.00;46.16.00;26.23.00;51.14.00;23.57
306;Gingerbread with butter;Western;4;Transformed;Savory;;Food;52.10.00;166.25.00;86.21.00;17.07;51.52.00;161.33.00;80.22.00;0.10;57.41.00;17.49;13.48;119.25.00;42.30.00;9.38;12.30;21.06;79.23.00;1393;178.23.00;62.09.00;56.52.00;47.40.00;47.26.00;24.3;48.3;24.23.00;55.26.00;22.24;38.5;24.54.00;44.01.00;23.26;44;23.12;48.51.00;25.19.00;38.22.00;21.05;28.3;18.17;32.25.00;18.1;28.16.00;20.28;25.19.00;14.8;40.57.00;28.04.00;44.07.00;31.02.00;42.51.00;26.46.00;36.12.00;26.02.00
307;Green beans;Universal;Complex;Natural;Savory;Raw;Food;69.18.00;5.49;108.52.00;9.55;47.10.00;162.25.00;76.27.00;0.10;59.31.00;19.19;16.25;71.07.00;52.13.00;9.11;18.49;19.29;83.27.00;1390;108.27.00;64.58.00;72.54.00;28.48.00;52.46.00;25.11.00;56.25.00;22.57;55.53.00;26.16.00;45.03.00;25.33.00;37.45.00;23.46;38.56.00;25.52.00;36.03.00;25.13.00;38.34.00;19.23;83.13.00;14.24;87.38.00;10.27;84.06.00;12.37;75.9;18.27;37.04.00;26.06.00;40.32.00;27.28.00;39.31.00;28.16.00;30.16.00;22.02
308;Cheese;Western;1;Transformed;Savory;;Food;44.58.00;81.54.00;208.53.00;3.02;67.38.00;165.30.00;73.04.00;0.11;42.07.00;13.13;10.32;147.30.00;39.27.00;7.18;4.14;10.23;30.32.00;1552;77.10.00;74.32.00;61.53.00;30.15.00;62.16.00;24.08.00;58.33.00;25.28.00;69.29.00;21.48;58.12.00;24.25.00;54.28.00;26.18.00;51.22.00;28.49.00;60.06.00;25.17.00;52.3;24.52.00;45.34.00;25.43.00;40.06.00;27.11.00;40.9;24.09.00;55.19.00;23.22;54.13.00;29.55.00;47.7;31.34.00;61.58.00;31.05.00;52.39.00;25.7
